0.207,3.865,0.789,0,3.244,0
-0.15469,3.5492,-1.3364,-2.7042,2.9413,-2.0826
-0.073352,4.1742,-1.9219,-2.5713,3.0776,-1.8935
-0.058712,4.1957,-1.7616,-2.4652,3.0859,-1.6021
-0.058872,4.1812,-1.766,-2.4134,3.0827,-1.569
